crawl_date,crawl_time,asin,name,rank,stars,reviews,price,url
2025-08-28,,B0148W0WOE,"Advion Cockroach Gel Bait, 4 Tubes x 30-Grams, 1 Plunger and 2 Tips, German Roach Insect Pest Control, Indoor and Outdoor Use, Roach Killer Gel for American, German and Other Major Cockroach Species",30,4.6,52741,$25.49,https://www.amazon.com/dp/B0148W0WOE
2025-08-28,,B001R1RXUG,"Honeywell Turboforce Fan, Ht-900, 11 inch",31,4.6,151979,$14.99,https://www.amazon.com/dp/B001R1RXUG
2025-08-28,,B093D7Y3F2,"EHZNZIE Clear Shower Curtain Liner Light Weight PEVA, Shower Liner 72x72 Inches, Waterproof, No Chemical Smell with 12 Rust Proof Metal Grommets Holes for Bathroom Shower Curtain",32,4.5,16622,$4.94,https://www.amazon.com/dp/B093D7Y3F2
2025-08-28,,B00LS9UD2M,LiBa Bathroom Shower Curtain Waterproof Plastic Shower Curtain Premium PEVA Non-Toxic with Rust Proof Grommets Clear 8G Bathroom Accessories 72x72,33,4.5,250167,$9.99,https://www.amazon.com/dp/B00LS9UD2M
2025-08-28,,B0DGF616XN,"6 Pack Extra Heavy Duty Large Moving Bags with Strong Zipper & Comfortable Handles, Sturdy & Durable Clothes Storage Bags Totes Bins, Blue Packing Moving Boxes for College Supplies, Dark Blue",34,4.8,5180,$23.99,https://www.amazon.com/dp/B0DGF616XN
2025-08-28,,B000E28UQU,"Chapin 20004 Made in USA 1 -Gallon Lawn and Garden Pump Pressured Sprayer, for Spraying Plants, Garden Watering, Weeds and Pests",35,4.4,93943,$15.49,https://www.amazon.com/dp/B000E28UQU
2025-08-28,,B0CQVWT2NH,"HydroJug Traveler - 40 oz Water Bottle with Handle & Flip Straw - Fits in Cup Holder, Leak Resistant Tumbler-Reusable Insulated Stainless Steel & Rubber Base - Gifts for Women & Men, Pink Sand",36,4.5,12682,$39.99,https://www.amazon.com/dp/B0CQVWT2NH
2025-08-28,,B00U6HREPQ,"Utopia Bedding Zippered Mattress Encasement Queen, 100% Waterproof Bed Bug and Dust Mite Proof Mattress Protector, Absorbent Six-Sided Mattress Cover",37,4.6,123765,$24.99,https://www.amazon.com/dp/B00U6HREPQ
2025-08-28,,B08CRPWQHB,"BigFoot Clear Shower Curtain Liner - 72x72 Odorless Plastic with Magnets, Washable Long Bathroom Curtain - Premium PEVA Waterproof Bath Shower Liner, Rust-Proof Bathroom Essentials",38,4.4,64144,$9.99,https://www.amazon.com/dp/B08CRPWQHB
2025-08-28,,B07D5DN269,"Ultra Soft Queen Size Mattress Topper - Viscose Made from Bamboo Pillow Top Mattress Pad for Back Pain Relief - Naturally Cooling for Hot Sleepers, Green",39,4.4,33701,$42.99,https://www.amazon.com/dp/B07D5DN269
2025-08-28,,B0CBP8CL71,"OLANLY Bathroom Rugs Mat 30x20, Extra Soft Absorbent Microfiber Bath Rugs, Rubber Backing, Quick Dry, Machine Washable Bath Mats for Bathroom Floor, Tub and Shower, Home Decor Accessories, Grey",40,4.4,59606,$8.98,https://www.amazon.com/dp/B0CBP8CL71
2025-08-28,,B09W4PLVQP,"Brita Metro Water Filter Pitcher with SmartLight Change Indicator, BPA-Free, Replaces 1,800 Plastic Water Bottles a Year, Lasts Two Months, Includes 1 Filter, Small - 6-Cup Capacity, White",41,4.5,25644,$22.99,https://www.amazon.com/dp/B09W4PLVQP
2025-08-28,,B08KXKVT4K,"Vtopmart 25 PCS Clear Plastic Drawer Organizers Set, 4-Size Versatile Bathroom and Vanity Drawer Organizer Trays, Storage Bins for Makeup, Bedroom, Kitchen Gadgets Utensils and Office",42,4.7,37300,$18.04,https://www.amazon.com/dp/B08KXKVT4K
2025-08-28,,B092VC7VK2,"Rabenda 12 Pcs Rug Tape, Non Slip Rug Pads Grippers for Hardwood Floors and Tiles, Reusable Carpet Tape for Area Rugs, Double-Sided Adhesive Rug Stickers Keep Corners Flat (Black)",43,4.4,34947,$9.97,https://www.amazon.com/dp/B092VC7VK2
2025-08-28,,B0856R31V8,"American Soft Linen Luxury Washcloths for Bathroom, 600 GSM 100% Cotton 4 Piece Turkish Wash Cloth Set, 13x13 in Soft Rags for Body and Face, White Washcloths",44,4.4,70772,$9.99,https://www.amazon.com/dp/B0856R31V8
2025-08-28,,B07QK9C9KT,"JISULIFE Handheld Mini Fan, 3 IN 1 USB Rechargeable Portable Fan [12-19 Working Hours] with Power Bank, Flashlight, Pocket Design for Travel/Summer/Concerts/Lash, Gifts for Women (Pink)",45,4.6,72048,$14.52,https://www.amazon.com/dp/B07QK9C9KT
2025-08-28,,B003PWNH4Q,SafeRest Waterproof Queen Size Mattress Protector - Fitted with Stretchable Pockets - Machine Washable Cotton Mattress Cover for Bed,46,4.6,281116,$38.99,https://www.amazon.com/dp/B003PWNH4Q
2025-08-28,,B0B2F55P76,Adhesive Hooks for Hanging Heavy Duty Wall Hooks Self Adhesive Towel Coat Hooks Waterproof Transparent Hook for Bathroom Shower Kitchen Keys Door Outdoor Home Improvement Utility Hook 12 Pack,47,4.5,46915,$12.99,https://www.amazon.com/dp/B0B2F55P76
2025-08-28,,B01NB05WI5,"BLACK+DECKER Easy Steam Compact Iron for Clothes, Automatic Shutoff, Nonstick Plate, Light Weight, 1200 Watts",48,4.4,37834,$17.82,https://www.amazon.com/dp/B01NB05WI5
2025-08-28,,B00S93EQUK,Alpha Grillers Meat Thermometer Digital - Instant Read Food Thermometer for Cooking Grilling Air Fryer Griddle Probe Kitchen Gadgets Essentials BBQ Accessories Grill Gifts for Men Him Dad Birthday,49,4.7,78730,$15.98,https://www.amazon.com/dp/B00S93EQUK
2025-08-28,,B09R839DJ1,"HTH 52036R Pool Care Shock Advanced, Swimming Pool Chemical - Cal Hypo Formula, Prevents Bacteria & Algae, Restores Crystal Clear Water - Shock Treatment, (6 Pack)",50,4.7,15942,$26.76,https://www.amazon.com/dp/B09R839DJ1
2025-08-28,,B0DCDBXXHH,STANLEY Quencher ProTour Flip Straw Tumbler with Leakproof Lid | Built-In Straw & Handle | Cupholder Compatible for Travel | Insulated Stainless Steel Cup | BPA-Free,15,4.7,5912,$26.25,https://www.amazon.com/dp/B0DCDBXXHH
2025-08-28,,B0DGF616XN,"6 Pack Extra Heavy Duty Large Moving Bags with Strong Zipper & Comfortable Handles, Sturdy & Durable Clothes Storage Bags Totes Bins, Blue Packing Moving Boxes for College Supplies, Dark Blue",34,4.8,5180,$23.99,https://www.amazon.com/dp/B0DGF616XN
2025-08-28,17:31:03,B0DXXYS4BJ,"Roku Streaming Stick HD 2025 — HD Streaming Device for TV with Roku Voice Remote, Free & Live TV",8,4.7,2194,$19,https://www.amazon.com/dp/B0DXXYS4BJ
2025-08-28,17:31:03,B0DC6GXZSV,"Surge Protector Power Strip - CHCORE 5Ft Braided Extension Cord with 8 Outlets with 4 USB (2 USB C) Charging Ports, Flat Plug Multi Plug Outlet Extender Charging Station for Home Office, ETL, White",14,4.6,3279,$8.98,https://www.amazon.com/dp/B0DC6GXZSV
2025-08-28,17:31:03,B0DPKL5Q4V,"Kids Headphones for School, 85/94 dB Volume Limit, Wired Over Ear Headphones for Kids Boys Girls with Microphone, Foldable Stereo Sound 3.5mm Wired Cord for Kindle Tablet Airplane Travel, Blue",37,4.6,589,$11.99,https://www.amazon.com/dp/B0DPKL5Q4V
2025-08-28,17:31:03,B0DZ254SSR,"10Ft Extension Cord with Multiple Outlets, Flat Plug Surge Protector Power Strip 10 Ft Long Cord, 8 Outlets & 4 USB Ports (2 USB C), Desk Charging Station for Home Office, College Dorm Room Essentials",47,4.8,413,$14.99,https://www.amazon.com/dp/B0DZ254SSR
2025-08-28,17:38:10,B0DXXYS4BJ,"Roku Streaming Stick HD 2025 — HD Streaming Device for TV with Roku Voice Remote, Free & Live TV",8,4.7,2194,$19,https://www.amazon.com/dp/B0DXXYS4BJ
2025-08-28,17:38:10,B0DC6GXZSV,"Surge Protector Power Strip - CHCORE 5Ft Braided Extension Cord with 8 Outlets with 4 USB (2 USB C) Charging Ports, Flat Plug Multi Plug Outlet Extender Charging Station for Home Office, ETL, White",14,4.6,3279,$8.98,https://www.amazon.com/dp/B0DC6GXZSV
2025-08-28,17:38:10,B0DPKL5Q4V,"Kids Headphones for School, 85/94 dB Volume Limit, Wired Over Ear Headphones for Kids Boys Girls with Microphone, Foldable Stereo Sound 3.5mm Wired Cord for Kindle Tablet Airplane Travel, Blue",37,4.6,589,$11.99,https://www.amazon.com/dp/B0DPKL5Q4V
2025-08-28,17:38:10,B0DZ254SSR,"10Ft Extension Cord with Multiple Outlets, Flat Plug Surge Protector Power Strip 10 Ft Long Cord, 8 Outlets & 4 USB Ports (2 USB C), Desk Charging Station for Home Office, College Dorm Room Essentials",47,4.8,413,$14.99,https://www.amazon.com/dp/B0DZ254SSR
2025-08-28,17:43:24,B0DXXYS4BJ,"Roku Streaming Stick HD 2025 — HD Streaming Device for TV with Roku Voice Remote, Free & Live TV",8,4.7,2194,$19,https://www.amazon.com/dp/B0DXXYS4BJ
2025-08-28,17:43:24,B0DC6GXZSV,"Surge Protector Power Strip - CHCORE 5Ft Braided Extension Cord with 8 Outlets with 4 USB (2 USB C) Charging Ports, Flat Plug Multi Plug Outlet Extender Charging Station for Home Office, ETL, White",14,4.6,3279,$8.98,https://www.amazon.com/dp/B0DC6GXZSV
2025-08-28,17:43:24,B0DPKL5Q4V,"Kids Headphones for School, 85/94 dB Volume Limit, Wired Over Ear Headphones for Kids Boys Girls with Microphone, Foldable Stereo Sound 3.5mm Wired Cord for Kindle Tablet Airplane Travel, Blue",37,4.6,589,$11.99,https://www.amazon.com/dp/B0DPKL5Q4V
2025-08-28,17:43:24,B0DZ254SSR,"10Ft Extension Cord with Multiple Outlets, Flat Plug Surge Protector Power Strip 10 Ft Long Cord, 8 Outlets & 4 USB Ports (2 USB C), Desk Charging Station for Home Office, College Dorm Room Essentials",47,4.8,413,$14.99,https://www.amazon.com/dp/B0DZ254SSR
2025-08-28,17:49:20,B0DXXYS4BJ,"Roku Streaming Stick HD 2025 — HD Streaming Device for TV with Roku Voice Remote, Free & Live TV",8,4.7,2194,$19,https://www.amazon.com/dp/B0DXXYS4BJ
2025-08-28,17:49:20,B0DC6GXZSV,"Surge Protector Power Strip - CHCORE 5Ft Braided Extension Cord with 8 Outlets with 4 USB (2 USB C) Charging Ports, Flat Plug Multi Plug Outlet Extender Charging Station for Home Office, ETL, White",14,4.6,3279,$8.98,https://www.amazon.com/dp/B0DC6GXZSV
2025-08-28,17:49:20,B0DPKL5Q4V,"Kids Headphones for School, 85/94 dB Volume Limit, Wired Over Ear Headphones for Kids Boys Girls with Microphone, Foldable Stereo Sound 3.5mm Wired Cord for Kindle Tablet Airplane Travel, Blue",37,4.6,589,$11.99,https://www.amazon.com/dp/B0DPKL5Q4V
2025-08-28,17:49:20,B0DZ254SSR,"10Ft Extension Cord with Multiple Outlets, Flat Plug Surge Protector Power Strip 10 Ft Long Cord, 8 Outlets & 4 USB Ports (2 USB C), Desk Charging Station for Home Office, College Dorm Room Essentials",47,4.8,413,$14.99,https://www.amazon.com/dp/B0DZ254SSR
